topic,verse_ref,verse_content
soul,Psalm 139:13-14,"For you created my inmost being; you knit me together in my mother’s womb. I praise you because I am fearfully and wonderfully made; your works are wonderful, I know that full well."
soul,Matthew 10:28,"Do not be afraid of those who kill the body but cannot kill the soul. Rather, be afraid of the One who can destroy both soul and body in hell."
soul,Jeremiah 29:13,You will seek me and find me when you seek me with all your heart.
soul,Psalm 63:1,"You, God, are my God, earnestly I seek you; I thirst for you, my whole being longs for you, in a dry and parched land where there is no water."
soul,Psalm 103:1,"Praise the Lord, my soul; all my inmost being, praise his holy name."
soul,Proverbs 16:24,"Gracious words are a honeycomb, sweet to the soul and healing to the bones."
soul,Psalm 130:5,"I wait for the Lord, my whole being waits, and in his word I put my hope."
soul,Psalm 120:2,"Save me, Lord, from lying lips and from deceitful tongues."
soul,Psalm 19:7,"The law of the Lord is perfect, refreshing the soul. The statutes of the Lord are trustworthy, making wise the simple."
soul,Joshua 22:5,"But be very careful to keep the commandment and the law that Moses the servant of the Lord gave you: to love the Lord your God, to walk in obedience to him, to keep his commands, to hold fast to him and to serve him with all your heart and with all your soul."
soul,Psalm 71:23,My lips will shout for joy when I sing praise to you— I whom you have delivered.
soul,Joshua 23:14,Now I am about to go the way of all the earth. You know with all your heart and soul that not one of all the good promises the Lord your God gave you has failed. Every promise has been fulfilled; not one has failed.
soul,Psalm 42:2,"My soul thirsts for God, for the living God. When can I go and meet with God?"
soul,Psalm 62:5,"Yes, my soul, find rest in God; my hope comes from him."
speaking,Proverbs 18:21,"The tongue has the power of life and death, and those who love it will eat its fruit."
speaking,Luke 6:45,"A good man brings good things out of the good stored up in his heart, and an evil man brings evil things out of the evil stored up in his heart. For the mouth speaks what the heart is full of."
speaking,Ephesians 4:29,"Do not let any unwholesome talk come out of your mouths, but only what is helpful for building others up according to their needs, that it may benefit those who listen."
speaking,Proverbs 13:3,"Those who guard their lips preserve their lives, but those who speak rashly will come to ruin."
speaking,1 Peter 3:9,"Do not repay evil with evil or insult with insult. On the contrary, repay evil with blessing, because to this you were called so that you may inherit a blessing."
speaking,Proverbs 15:4,"The soothing tongue is a tree of life, but a perverse tongue crushes the spirit."
speaking,Proverbs 17:28,"Even fools are thought wise if they keep silent, and discerning if they hold their tongues."
speaking,Matthew 12:36,But I tell you that everyone will have to give account on the day of judgment for every empty word they have spoken.
speaking,James 1:19,"My dear brothers and sisters, take note of this: Everyone should be quick to listen, slow to speak and slow to become angry."
speaking,Proverbs 10:19,"Sin is not ended by multiplying words, but the prudent hold their tongues."
speaking,Proverbs 31:8,"Speak up for those who cannot speak for themselves, for the rights of all who are destitute."
speaking,Proverbs 15:23,A person finds joy in giving an apt reply— and how good is a timely word!
speaking,Proverbs 15:1,"A gentle answer turns away wrath, but a harsh word stirs up anger."
speaking,1 John 3:18,"Dear children, let us not love with words or speech but with actions and in truth."
speaking,James 3:2,"We all stumble in many ways. Anyone who is never at fault in what they say is perfect, able to keep their whole body in check."
speaking,Proverbs 11:13,"A gossip betrays a confidence, but a trustworthy person keeps a secret."
speaking,Ecclesiastes 10:12,"Words from the mouth of the wise are gracious, but fools are consumed by their own lips."
speaking,Matthew 18:15,"If your brother or sister sins, go and point out their fault, just between the two of you. If they listen to you, you have won them over."
speaking,James 3:10,"Out of the same mouth come praise and cursing. My brothers and sisters, this should not be."
speaking,Psalm 71:8,"My mouth is filled with your praise, declaring your splendor all day long."
speaking,Luke 12:3,"What you have said in the dark will be heard in the daylight, and what you have whispered in the ear in the inner rooms will be proclaimed from the roofs."
speaking,Proverbs 15:22,"Plans fail for lack of counsel, but with many advisers they succeed."
speaking,Romans 10:9,"If you declare with your mouth, “Jesus is Lord,” and believe in your heart that God raised him from the dead, you will be saved."
speaking,Romans 8:26,"In the same way, the Spirit helps us in our weakness. We do not know what we ought to pray for, but the Spirit himself intercedes for us through wordless groans."
speaking,Matthew 6:7,"And when you pray, do not keep on babbling like pagans, for they think they will be heard because of their many words."
spirit,2 Corinthians 3:17,"Now the Lord is the Spirit, and where the Spirit of the Lord is, there is freedom."
spirit,Romans 15:13,"May the God of hope fill you with all joy and peace as you trust in him, so that you may overflow with hope by the power of the Holy Spirit."
spirit,Ephesians 3:16-17,"I pray that out of his glorious riches he may strengthen you with power through his Spirit in your inner being, so that Christ may dwell in your hearts through faith. And I pray that you, being rooted and established in love."
spirit,1 Corinthians 6:19-20,"Do you not know that your bodies are temples of the Holy Spirit, who is in you, whom you have received from God? You are not your own; you were bought at a price. Therefore honor God with your bodies."
spirit,Galatians 5:22-23,"But the fruit of the Spirit is love, joy, peace, forbearance, kindness, goodness, faithfulness, gentleness and self-control. Against such things there is no law."
spirit,Acts 2:3-4,They saw what seemed to be tongues of fire that separated and came to rest on each of them. All of them were filled with the Holy Spirit and began to speak in other tongues as the Spirit enabled them.
spirit,1 John 4:13,This is how we know that we live in him and he in us: He has given us of his Spirit.
spirit,1 Corinthians 3:16,Don’t you know that you yourselves are God’s temple and that God’s Spirit dwells in your midst?
spirit,John 4:24,"God is spirit, and his worshipers must worship in the Spirit and in truth."
